@relation house_8L.arff

@attribute P3 numeric
@attribute P6p4 numeric
@attribute P11p3 numeric
@attribute P16p2 numeric
@attribute P19p2 numeric
@attribute H5p2 numeric
@attribute H15p1 numeric
@attribute H40p4 numeric
@attribute binaryClass {P,N}

@data
880,0.017902,0.525396,0.672727,0.043182,0.1,7.332599,0.333333,N
935,0.000947,0.471117,0.66738,0.012834,0.156863,5.703329,0.25,P
79,0,0.570776,0.822785,0,0.555556,5.929578,1,P
2650,0.000564,0.464825,0.713962,0.000377,0.183333,6.226699,0.454546,P
70,0,0.550898,0.685714,0,0.117647,6.169231,1,P
280,0,0.478386,0.7,0.021429,0.05,5.669811,0,P
4729,0.077775,0.551652,0.795729,0.018397,0.382114,7.245056,0.06383,N
631,0.001774,0.528681,0.768621,0.004754,0.321429,6.197629,0.555556,P
141,0,0.395684,0.751773,0,0.03125,6.570248,1,P
997,0.00207,0.460265,0.655968,0.003009,0.092308,6.792295,0.666667,P
1283,0.014461,0.472469,0.753702,0.155885,0.046296,5.616319,0.8,P
18153,0.009174,0.479689,0.67168,0.157274,0.116569,5.894222,0.588629,P
2079,0.048075,0.532734,0.692641,0.14911,0.047809,5.705709,0.416667,P
1192,0.005637,0.561819,0.799497,0.00755,0.095729,6.200192,0.215385,N
109,0,0.447273,0.724771,0,0.210526,5.235955,0.75,P
685,0,0.434374,0.766423,0.020438,0.105263,5.302326,0.857143,P
563,0,0.496393,0.738899,0,0.414634,7.031895,0.647059,P
245,0,0.48125,0.759184,0,0.294118,5.603774,0.4,P
460,0,0.462257,0.806522,0,0.121212,5.072046,0.75,P
90,0,0.476987,0.677778,0,0.2,6.558824,1,P
332,0.002982,0.516899,0.858434,0,0,6.766892,0,N
253,0.001437,0.518678,0.762846,0,0.173913,5.77512,0.625,P
25719,0.028067,0.444787,0.529492,0.082935,0.094076,6.090177,0.570934,N
123,0.018072,0.578313,0.739837,0.00813,0.25,8.860215,0.8,N
107,0,0.437931,0.700935,0.485981,0.153846,5.586207,1,P
1346,0.002388,0.450746,0.687221,0.014859,0.182109,5.481076,0.789474,P
69,0,0.380711,0.782609,0,0.068966,6.261539,0.5,P
742,0,0.453026,0.62938,0.001348,0.253165,5.853384,0.75,P
4881,0.00648,0.531816,0.654579,0.014751,0.072034,6.231889,0.235294,N
416,0,0.509073,0.697115,0.002404,0.111111,6.07265,0.166667,P
58,0,0.484472,0.724138,0,0.083333,5.909091,1,P
163,0,0.532663,0.742331,0.03681,0.173913,6.549618,1,N
259,0,0.375212,0.617761,0,0.34375,5.896552,0.818182,P
271,0.008917,0.472612,0.756458,0.00369,0,5.364198,0,P
411,0.000945,0.486768,0.754258,0,0.217391,6.362776,0.6,P
177,0.004376,0.461707,0.751412,0,0.444444,6.173333,1,P
907,0.00373,0.409922,0.757442,0.001103,0.177419,6.419106,0.545455,P
1119,0.024906,0.564528,0.61126,0.012511,0.037736,6.418919,0,N
197,0.002004,0.511022,0.71066,0,0.222222,5.58042,0.75,P
1387,0.060814,0.548063,0.782264,0.002163,0.241071,5.230203,0.333333,P
523,0.002872,0.435032,0.695985,0.001912,0.236364,5.702381,0.730769,P
9,0,0.52381,0.555556,0,0,7.4,0,N
124,0.00289,0.465318,0.814516,0,0.333333,5.29,0.6,P
998,0.001323,0.43739,0.667335,0.001002,0.232558,5.418381,0.75,P
1393,0.001571,0.566379,0.751615,0.000718,0.060748,6.630952,0.461539,N
646,0.001639,0.660656,0.493808,0.010836,0.025,4.373096,0.375,N
52,0.013793,0.489655,0.75,0,0.25,6.527778,0.5,P
64,0,0.481013,0.578125,0,0,6.319149,0,P
77,0,0.481308,0.74026,0,0.142857,5.967742,0,P
140,0.00885,0.389381,0.692857,0.435714,0,5.610526,0,P
58,0,0.458599,0.793103,0,0.4,5.487805,0.25,P
750,0.005149,0.449537,0.678667,0.004,0.130435,6.244792,0.666667,P
1187,0.0021,0.484703,0.748105,0.050548,0.108108,6.328982,0.25,P
52,0,0.496241,0.730769,0,0,5.02439,0,P
5951,0.003246,0.472737,0.73433,0.346496,0.109375,6.071024,0.571429,P
45,0,0.510638,0.844444,0,0,5.95,0,P
168,0,0.404145,0.589286,0,0.307692,5.924138,0.916667,P
4894,0.010138,0.511333,0.697385,0.00143,0.215686,6.51811,0.181818,N
6759,0.004463,0.41553,0.699512,0.559994,0.203991,6.020986,0.423913,P
192,0,0.46723,0.677083,0.135417,0.081081,5.646018,0.333333,P
97,0,0.54417,0.773196,0,0.157895,5.851351,0.333333,P
940,0.000864,0.469978,0.658511,0.034043,0.12931,5.536978,0.8,P
1495,0.001712,0.537427,0.830769,0.000669,0.166667,5.797771,0.294118,P
561,0.0038,0.590247,0.862745,0,0.285714,6.310941,0,N
598,0.012786,0.510767,0.757525,0.001672,0.076923,6.333981,0,N
2107,0.00277,0.456074,0.649739,0,0.13587,5.510258,0.44,P
883,0.000385,0.510581,0.757644,0.428086,0.157895,5.91811,0.857143,P
401,0.005021,0.522176,0.822943,0.002494,0.272727,6.362832,0.333333,N
54,0,0.466292,0.814815,0,0,3.857143,0,P
1950,0.001211,0.516956,0.741026,0.011282,0.136986,5.264629,0.35,P
918,0.002546,0.471362,0.698257,0,0.269231,5.846032,0.619048,P
64,0.005556,0.494444,0.796875,0,0.142857,5.40678,1,P
697,0.006222,0.618213,0.568149,0.004304,0.082734,5.547945,0.521739,N
444,0.002018,0.536832,0.567568,0.103604,0.170833,5.795276,0.829268,N
7638,0.010181,0.30643,0.653312,0.009296,0.387097,5.281311,0.39881,N
301,0,0.558426,0.787375,0.003322,0.066667,6.040984,1,P
532,0.001571,0.513747,0.642857,0.00188,0.0625,6.202857,0.5,P
68,0,0.483517,0.794118,0.455882,0.25,4.862069,1,P
186,0,0.485714,0.655914,0,0.111111,6.966667,1,P
58,0,0.389381,0.551724,0.5,0.055556,5.32,1,P
107,0,0.491289,0.785047,0.271028,0,6.09375,0,P
953,0.000932,0.433163,0.625394,0,0.151163,6.190544,0.461539,P
2745,0.005772,0.41808,0.913661,0,0.390805,6.908465,0.588235,N
256,0,0.397906,0.664063,0,0.14,5.397196,0.857143,P
51,0,0.578512,0.666667,0,0.083333,5.230769,0,N
22323,0.019325,0.442192,0.833938,0.660709,0.206332,4.885097,0.502645,N
168,0,0.511628,0.720238,0,0,7.232,0,P
110,0,0.438462,0.636364,0,0.105263,5.704546,1,P
4551,0.01981,0.581366,0.660954,0.037794,0.266272,5.754183,0.533333,N
821,0,0.471723,0.713764,0.550548,0.102941,6.304065,0.857143,P
777,0.006074,0.489233,0.674389,0.011583,0.169014,5.507589,0.75,N
211,0,0.485,0.71564,0,0.071429,6.22807,0.5,P
452,0.000866,0.468398,0.730089,0,0.074074,6.445122,0.5,P
1728,0.004555,0.580911,0.762732,0.000579,0.262069,6.250426,0.526316,N
951,0.000839,0.443792,0.6204,0.001052,0.136986,6.341292,0.8,P
1158,0.010196,0.590588,0.605354,0.027634,0.319328,7.224066,0.947368,N
86,0,0.459596,0.651163,0.22093,0,6.242424,0,P
1092,0.001713,0.499829,0.761905,0.002747,0.22093,5.634703,0.368421,P
1139,0.004419,0.497961,0.721686,0.000878,0.113636,6.153103,0.8,P
507,0.008633,0.469784,0.759369,0.001972,0.157895,5.325123,0.833333,P
100,0,0.461794,0.74,0,0.1,5.724638,1,P
729,0.001091,0.432624,0.705075,0.266118,0.2,5.591944,0.894737,P
60,0,0.536585,0.666667,0,0.307692,5.8,0.75,P
1667,0.010022,0.520411,0.774445,0.002999,0.191667,6.182927,0.217391,N
3706,0.006065,0.535759,0.615758,0.002429,0.330357,8.315263,0.310811,N
269,0,0.49863,0.747212,0,0.5625,5.486842,0.666667,P
97,0,0.436441,0.628866,0,0.166667,5.881579,1,P
132,0,0.48949,0.75,0,0.041667,5.701754,1,P
1475,0.002041,0.498086,0.738305,0.001356,0.55102,5.088055,0.407407,P
710,0.020184,0.482569,0.711268,0.021127,0.038462,5.342618,0,P
118,0.002933,0.469208,0.762712,0,0.083333,5.407407,0,P
25,0,0.515152,0.64,0,0,2.85,0,P
2356,0.002292,0.478752,0.663413,0.000424,0.135294,6.483986,0.521739,P
218,0.001518,0.503794,0.853211,0.027523,0.095238,5.575758,0.5,P
376,0.001232,0.456897,0.62766,0.015957,0.238095,5.72973,0.6,P
2307,0.002738,0.468116,0.695275,0.017772,0.223214,6.48851,0.32,P
993,0.003653,0.439123,0.64854,0.264854,0.138614,6.131783,0.571429,P
295,0,0.448586,0.742373,0,0,6.255924,0,P
3218,0.002881,0.543541,0.794593,0.002175,0.293103,6.708407,0.352941,N
22625,0.005774,0.501748,0.676376,0.012111,0.171831,5.603193,0.650273,N
4794,0.012271,0.523038,0.658532,0.645182,0.28,6.762712,0.412698,N
6248,0.011272,0.542526,0.674936,0.065621,0.101796,6.915474,0.264706,N
1138,0.000631,0.441149,0.718805,0.380492,0.204546,5.676792,0.833333,P
924,0.58279,0.524772,0.807359,0.010823,0.055556,5.693032,0,N
754,0.005175,0.520699,0.751989,0.002653,0.089393,5.993255,0.619403,N
883,0.005595,0.550168,0.842582,0.001133,0.04,6.301115,1,N
1289,0.005617,0.525147,0.822343,0.003879,0.235955,5.75423,0.238095,N
95,0,0.455197,0.694737,0,0,6.1375,0,P
44,0.021898,0.489051,0.863636,0.022727,0.1,5.2,1,P
161,0,0.542234,0.726708,0,0.129032,5.388158,0.75,P
672,0.001946,0.512322,0.684524,0,0.145455,5.853002,1,P
1115,0.004969,0.501553,0.803587,0,0.488889,6.103409,0.818182,P
53,0,0.430233,0.867925,0,0.071429,3.214286,1,P
1502,0.000201,0.426651,0.824234,0.000666,0.045455,5.076167,0.666667,P
565,0.000735,0.509559,0.704425,0,0.145455,6.277666,0.75,P
2940,0.004443,0.518913,0.741157,0.003061,0.053691,6.803096,0.25,N
234,0.00141,0.495064,0.811966,0,0.117647,5.296875,0,P
373,0,0.399098,0.605898,0,0.22,6.010638,0.818182,P
2525,0.004681,0.512076,0.573069,0.005941,0.103896,6.183518,0.229167,N
271,0.006676,0.535381,0.756458,0.01845,0.5,6.47032,0.733333,N
86,0,0.536364,0.77907,0.011628,0,5.676923,0,P
368,0.004338,0.463124,0.709239,0.255435,0.06579,5.646388,1,P
26198,0.003242,0.481255,0.721849,0.119589,0.122585,6.160407,0.569697,P
981,0.006408,0.522804,0.753313,0.001019,0.25,6.296504,0.333333,N
174,0.007194,0.505995,0.672414,0.045977,0.185185,5.81295,1,P
102,0,0.453552,0.882353,0,0,7.580247,0,N
19925,0.021034,0.565944,0.56005,0.016713,0.146082,6.256556,0.318182,N
258,0.008253,0.551582,0.802326,0,0.307692,6.762931,0,P
946,0.043766,0.62341,0.571882,0.021142,0.220339,5.644372,0.576923,N
303,0.003807,0.53934,0.679868,0.0033,0.076923,5.576132,1,P
360,0.002302,0.418872,0.65,0,0.183674,5.964912,0.888889,P
8416,0.004394,0.473283,0.643536,0.051568,0.206013,5.829172,0.443243,P
743,0.004271,0.449054,0.588156,0.04576,0.179105,6.243848,0.666667,P
47,0,0.358779,0.787234,0,0,6.487805,0,P
199,0,0.446058,0.668342,0,0.045455,5.28777,1,P
301,0.004766,0.433746,0.86711,0.003322,0.2,6.814394,0,P
30,0,0.607407,0.766667,0,0,7.75,0,N
2091,0.005247,0.480798,0.637972,0.10043,0.206061,5.755054,0.617647,P
164,0,0.401527,0.902439,0,0.033333,4.777778,1,P
2449,0.018493,0.568289,0.752552,0.00245,0.276786,7.965874,0.451613,N
768,0.002208,0.476821,0.648438,0.001302,0.058824,7.0725,0.666667,P
1209,0.001398,0.473611,0.645161,0.087676,0.13253,5.74933,0.545455,P
4512,0.102759,0.426923,0.627438,0.027704,0.081505,5.414183,0.346154,N
2597,0.005252,0.518999,0.666923,0.020793,0.1,6.49133,0.263158,N
81,0,0.492308,0.679012,0.012346,0,6.407407,0,N
40,0,0.433735,0.475,0,1,6.138889,1,P
459,0.006785,0.496183,0.690632,0.002179,0.03668,8.167598,0.894737,N
81,0,0.461539,0.765432,0,0,6.06579,0,P
354,0,0.52766,0.80226,0.002825,0.333333,5.941581,0.6,P
250,0.001488,0.33631,0.66,0,0.066667,6,0,P
870,0,0.411871,0.632184,0.024138,0.236264,5.376997,0.790698,P
120,0,0.442244,0.733333,0,0.12,6.317757,0.333333,P
185,0.001842,0.438306,0.702703,0.016216,0.041667,6.730769,0.75,P
142,0,0.493438,0.746479,0,0.085714,5.286957,0,P
131,0,0.436533,0.633588,0.015267,0.013158,5.131148,1,P
952,0.013662,0.541177,0.814076,0.002101,0.148148,6.121284,0,N
3463,0.003926,0.519246,0.845798,0.003176,0.089686,6.277375,0.5,N
10938,0.072862,0.234283,0.325379,0.033279,0.087591,7.35267,0.666667,N
359,0,0.466327,0.718663,0,0.176471,6.095057,0.666667,P
1782,0.002584,0.440579,0.694725,0.603816,0.08365,5.070352,0.227273,P
882,0.000976,0.484627,0.65873,0.001134,0.048781,6.537543,0.5,P
3321,0.012299,0.544413,0.785607,0.02439,0.321429,5.924573,0.333333,N
10515,0.064748,0.546525,0.767951,0.010366,0.248466,7.37371,0.308642,N
2451,0.032244,0.547143,0.75561,0.013056,0.095588,6.713164,0.307692,N
4334,0.001185,0.490414,0.66982,0.000231,0.041113,4.932601,0.392241,N
2313,0.024726,0.492657,0.447039,0.013835,0.126829,5.107731,0.076923,N
653,0.010995,0.525463,0.816233,0.013783,0.25,8.245283,0,N
234,0,0.471061,0.67094,0,0.117647,5.950617,1,P
2897,0.009475,0.559556,0.695202,0.005868,0.139344,6.651366,0.117647,N
18,0,0.410256,0.611111,0,0.2,5.833333,1,P
66,0,0.528139,0.636364,0.015152,0,5.785714,0,P
71,0,0.468927,0.760563,0,0,6.423077,0,P
2474,0.003356,0.417293,0.620453,0.000808,0.122302,6.141184,0.588235,P
162685,0.021957,0.482979,0.596361,0.039813,0.100179,5.519173,0.400193,N
1504,0.005832,0.479056,0.648271,0.000665,0.113122,6.194925,0.6,N
1194,0.001615,0.426357,0.694305,0,0.128205,5.677326,0.5,P
148,0.008043,0.504021,0.743243,0,0,5.634921,0,P
1971,0.002915,0.447797,0.745814,0.480467,0.080851,5.198616,0.289474,P
399,0,0.420251,0.699248,0.476191,0.053333,5.498208,0.5,P
683,0.010263,0.511867,0.660322,0,0.166667,6.161943,0.833333,P
259,0,0.457503,0.868726,0,0.06383,4.915423,1,P
120,0.007722,0.440154,0.608333,0,0.0625,6.157303,1,P
5793,0.058359,0.24853,0.388055,0.041257,0.059016,6.876837,0.222222,N
65,0,0.420765,0.753846,0,0,4.980769,0,P
5391,0.136516,0.530406,0.884252,0.011315,0.373684,8.728962,0.366197,N
10807,0.005485,0.494899,0.689461,0.167206,0.216316,5.933202,0.434286,P
104,0,0.54902,0.740385,0,0.333333,5.694118,0.5,P
81,0,0.439614,0.740741,0,0.011278,5.293103,0.333333,P
1023,0.005276,0.550731,0.748778,0.000978,0.107143,6.153276,0.333333,N
1254,0.010548,0.545424,0.640351,0.019936,0.5,5.570991,0.333333,N
1109,0.000671,0.508219,0.739405,0.078449,0.217391,6.574244,0.2,N
80,0,0.502392,0.75,0.0125,0.125,5.828571,1,P
1039,0.003418,0.501709,0.709336,0.002887,0.16129,6.466981,0.3,P
10610,0.656201,0.538959,0.833553,0.012347,0.146444,5.563205,0.257143,N
29,0,0.37037,0.655172,0,0,5.653846,0,P
134,0,0.479885,0.783582,0.007463,0.214286,5.683674,0.666667,P
1666,0.005813,0.536136,0.84874,0.008403,0.444444,5.792645,0.644737,N
6529,0.001634,0.487779,0.671006,0.252259,0.190476,5.775479,0.407895,P
318,0,0.477361,0.638365,0,0.103896,5.921951,0.5,P
80,0,0.477178,0.7375,0,0.066667,5.419355,1,N
285,0.001282,0.442308,0.663158,0,0.028571,5.670588,0,P
39,0,0.492647,0.846154,0,0,5.266667,0,P
135,0,0.430657,0.77037,0,0,6.333333,0,P
3219,0.006545,0.546948,0.696179,0.017086,0.264151,6.540443,0.5,P
242,0,0.420968,0.657025,0.533058,0.058824,5.69403,0,P
425,0.006458,0.47786,0.72,0.004706,0.238095,6.518272,0.6,N
1322,0.002243,0.510513,0.760968,0.14826,0.442857,5.898865,0.258064,N
139,0,0.486154,0.661871,0,0.1,6.019231,0,P
865,0.002874,0.449234,0.667052,0.013873,0.135803,5.647343,0.772727,P
1630,0.003016,0.522849,0.736196,0.001841,0.22,6.305289,0.181818,N
3006,0.002543,0.489318,0.7169,0.505988,0.2625,6.741955,0.595238,P
129,0,0.503125,0.689923,0,0.25,6.02,1,P
120,0.002639,0.519789,0.875,0,0.571429,6.340426,0.5,P
2772,0.011883,0.530499,0.779221,0.021645,0.180556,6.280361,0.615385,N
27,0,0.483333,0.592593,0,0,4.722222,0,P
71,0,0.401274,0.591549,0,0.210526,5.212121,1,P
1421,0.003101,0.493657,0.693878,0.019001,0.060606,6.290283,0.25,N
574,0.002935,0.466618,0.614983,0,0.210526,5.93956,0.583333,P
5421,0.003668,0.378133,0.55285,0.001291,0.07321,5.821386,0.532609,N
21,0,0.409836,0.619048,0,0,5.894737,0,P
1697,0.003577,0.553451,0.783147,0.249263,0.224299,5.743357,0.333333,P
1806,0.004092,0.485075,0.621263,0.31783,0.2,6.004808,0.384615,P
646,0.004611,0.473775,0.718266,0,0.222222,5.993039,0.2,N
160,0,0.537129,0.79375,0,0.0625,5.652174,0.333333,N
45,0,0.457944,0.6,0,0.117647,5.487805,0.5,P
508,0.002141,0.484654,0.757874,0.001969,0,6.553425,0,P
389,0.004587,0.426606,0.812339,0,0.15,6.189024,0.904762,P
6583,0.005765,0.431084,0.603069,0.003342,0.124706,6.408275,0.490566,N
733,0.002219,0.434276,0.637108,0,0.093023,6.061024,0.5,P
2652,0.002364,0.521085,0.838235,0.063348,0.183333,5.906698,0.606061,N
186,0,0.518201,0.77957,0.166667,0.125,5.835616,0,P
164,0.004988,0.468828,0.652439,0,0.083333,6.263158,0,P
494,0.01705,0.508525,0.773279,0.036437,0.137931,6.912676,0.5,N
83,0,0.426829,0.60241,0.012048,0.3,5.537313,1,P
2409,0.030514,0.547583,0.799502,0.003736,0.232,6.869384,0.448276,N
768,0.007617,0.618607,0.622396,0.00651,0.028523,5.84981,0.104478,N
11461,0.011268,0.5199,0.775238,0.002007,0.124048,5.852808,0.657895,N
672,0.000611,0.451712,0.700893,0,0.39726,5.334686,0.517241,P
3205,0.013827,0.542875,0.730733,0.013729,0.242991,6.699046,0.192308,N
72101,0.029971,0.520422,0.681655,0.129221,0.260041,6.106973,0.564444,N
2671,0.024697,0.513143,0.728566,0.013853,0.084249,6.869978,0.26087,N
233,0,0.400756,0.622318,0,0.2,6.125,0.555556,P
544,0,0.514777,0.727941,0,0.217391,6.033408,0.6,P
3077,0.002551,0.468932,0.781606,0.177446,0.101064,5.892562,0.631579,P
16,0,0.461539,0.6875,0,0,5.363636,0,P
769,0.019336,0.580069,0.788036,0.003901,0.011236,6.699377,1,N
144,0,0.511057,0.763889,0,0,6.096154,0,P
122,0.003268,0.437909,0.614754,0,0.0625,6.790698,1,P
90,0,0.497561,0.655556,0,0.25,6.342466,1,P
271,0.001479,0.523669,0.734317,0,0,6.050459,0,P
40,0,0.5,0.65,0,0.428571,5.514286,0.666667,P
82,0,0.491071,0.829268,0,1,6.926471,1,P
456,0.003234,0.418755,0.677632,0,0.263158,6.123037,0.8,P
63,0,0.51497,0.761905,0,0,5.847458,0,P
2003,0.019509,0.434235,0.912631,0.00649,0.48,7.001699,0.375,N
3932,0.009713,0.462543,0.551628,0.053917,0.111111,6.09106,0.225807,N
454,0.003309,0.445823,0.704846,0.365639,0.179487,6.101449,0.285714,P
56,0,0.510791,0.714286,0,0,5.653061,0,P
4890,0.024202,0.553266,0.771984,0.058691,0.095685,6.498031,0.431373,N
1319,0.001465,0.538199,0.896133,0,0.375,5.765506,0.333333,P
395,0.032826,0.53723,0.75443,0.410127,0.586207,6.141593,0.764706,N
2934,0.002022,0.460887,0.695297,0.501363,0.141243,6.240353,0.52,P
96,0,0.489933,0.791667,0.989583,0.2,5.366667,0.5,P
2394,0.024636,0.542286,0.84127,0.002506,0.466667,7.639444,0.5,N
182,0.001862,0.49162,0.796703,0.005495,0.428571,6.285714,1,P
65,0,0.467391,0.892308,0,0,6.981482,0,P
730,0,0.469624,0.780822,0.00137,0.196721,5.538044,0.333333,P
87,0,0.46696,0.735632,0.022989,0.333333,5.726027,1,P
390,0.004145,0.381347,0.628205,0,0.176471,6.292308,0.833333,P
407,0,0.474124,0.749386,0.12285,0.028571,5.599119,0,P
258,0,0.451962,0.771318,0.213178,0.151515,6.220339,0.8,P
2332,0.001183,0.462426,0.743139,0.433105,0.12065,5.256083,0.365385,P
79,0,0.519126,0.721519,0,0,6.318841,0,P
303,0,0.469565,0.706271,0.006601,0.12,5.504167,0.333333,P
380,0,0.457457,0.731579,0.536842,0.084507,5.339869,0.833333,P
52,0,0.394366,0.711539,0,0.333333,6.113636,0.5,P
4856,0.019738,0.543359,0.666186,0.02327,0.091584,6.521347,0.081081,N
15973,0.011171,0.44273,0.596194,0.108934,0.087042,6.318564,0.285714,P
309,0.003468,0.477457,0.763754,0,0.09375,5.805556,1,P
105,0,0.505703,0.666667,0.009524,0.352941,5.184211,1,P
110,0.003215,0.536978,0.8,0,0,7.530121,0,P
72670,0.006356,0.477352,0.600482,0.377336,0.095584,5.996761,0.546196,P
1025,0.001454,0.484915,0.760976,0.030244,0.152866,6.184246,0.583333,P
1489,0.009798,0.562462,0.611148,0.001343,0.192983,5.525555,0.272727,P
4511,0.001639,0.433267,0.687652,0.413434,0.240175,6.051134,0.681818,P
107,0,0.480144,0.691589,0.336449,0.090909,5.804878,1,P
67,0,0.422078,0.686567,0.313433,0.125,5.722222,0,P
2361,0.000552,0.19735,0.456163,0.002118,0.303835,4.434087,0.582524,N
370,0.004049,0.482794,0.754054,0,0.181818,5.962963,0.75,P
159,0,0.430952,0.779874,0.27044,0.0625,5.492308,0,P
35,0,0.522727,0.685714,0,0.043478,5.833333,1,P
66,0,0.469274,0.757576,0,0.076923,6.033333,0,P
200,0,0.501992,0.7,0,0.095238,5.614379,0.5,P
478,0.000759,0.456753,0.75523,0,0.136364,6.258427,0.666667,P
286,0,0.432258,0.695804,0.353147,0.08,5.369565,1,P
414,0.00546,0.565969,0.794686,0.007246,0.666667,6.755051,0,N
546,0,0.490706,0.673993,0,0.264706,6.008152,0.666667,N
136,0.002591,0.484456,0.794118,0,0,6.393162,0,P
57,0,0.361539,0.947368,0.017544,0,4.571429,0,P
4196,0.008193,0.550205,0.802193,0.004766,0.13245,6.109667,0.3,N
2010,0.007192,0.546377,0.776119,0.050249,0.175337,6.175471,0.241758,N
72,0,0.448718,0.680556,0,0,5.259259,0,P
310,0,0.414307,0.616129,0,0.033333,5.869748,1,P
63236,0.046092,0.571477,0.614081,0.07744,0.078487,6.039971,0.384365,N
803,0.002099,0.489507,0.674969,0.089664,0.34,5.934513,0.470588,P
782,0.001487,0.479683,0.693095,0,0.04,5.506431,0.705882,P
6157,0.01684,0.546273,0.61556,0.051973,0.048843,6.491481,0.263158,N
1128,0.003759,0.553999,0.671099,0.001773,0.235294,5.77037,0.625,N
2168,0.003734,0.506656,0.728782,0.335793,0.233184,5.492176,0.346154,P
20386,0.033983,0.553786,0.725351,0.047778,0.210466,6.942396,0.437838,N
9104,0.017227,0.531907,0.662127,0.09699,0.317848,6.123385,0.792308,N
3016,0.003757,0.453547,0.634284,0.22447,0.126437,6.153627,0.606061,P
413,0,0.511466,0.745763,0.169492,0,5.235495,0,P
881,0.003377,0.400868,0.568672,0.00227,0.078571,5.680261,0.727273,P
158,0,0.486141,0.71519,0.556962,0.117647,5.614815,1,P
197,0,0.501866,0.796954,0,0.255319,5.839744,0.75,P
161,0,0.558376,0.732919,0.006211,0.3,5.867647,1,P
918,0.000403,0.414654,0.692811,0.001089,0.216216,6.47205,0.5,P
26179,0.004345,0.457015,0.676305,0.372971,0.101273,6.051046,0.508197,P
414,0,0.420125,0.623188,0,0.215686,5.547297,0.363636,P
3045,0.007771,0.529373,0.668637,0.005255,0.056075,6.918117,0.5,N
699,0.0023,0.483611,0.709585,0,0.032258,6,0,P
96,0.003663,0.509158,0.84375,0,0,5.630137,0,P
1245,0.018272,0.52093,0.5751,0.045783,0.014286,6.230303,0,N
1816,0.000574,0.499235,0.829846,0.002753,0.222222,5.815965,0.416667,P
307,0.001224,0.482252,0.736156,0,0.076923,6.116667,0.5,P
491,0.00212,0.54417,0.816701,0.002037,0.181818,6.428922,1,N
867,0.004389,0.457461,0.839677,0.014994,0.058824,5.073099,0.333333,P
321,0.003708,0.491965,0.760125,0.003115,0.25,5.418182,0.769231,P
52,0,0.503546,0.692308,0,0.2,5.212121,1,P
732,0.003277,0.474058,0.680328,0.001366,0.17094,6.166333,0.7,P
61,0,0.515924,0.688525,0,0.526316,5.8,0,P
724,0.014602,0.560057,0.808011,0,0.204546,7.885449,0.111111,N
31,0.419355,0.660441,0.612903,0,0,6.185185,0,P
2522,0.010725,0.441551,0.648692,0.001983,0.156977,6.406936,0.518519,P
165,0,0.382418,0.715152,0.793939,0.025,5.403226,1,P
7093,0.006183,0.475458,0.699704,0.277598,0.14425,6.07946,0.405405,P
24995,0.03173,0.564078,0.672014,0.011202,0.178571,6.234542,0.1975,N
116,0.001493,0.256716,0.931035,0,0.2,6.494253,0,P
2181,0.004466,0.521833,0.782669,0.002751,0.284314,6.097578,0.482759,N
161,0.002899,0.417391,0.621118,0,0.272727,5.660377,0.666667,P
252,0,0.469697,0.670635,0,0.357143,6.347222,1,P
190,0.004228,0.48203,0.742105,0,0.16,6.233333,0.25,P
245,0.001443,0.486292,0.808163,0.016327,0.169811,5.258537,0.777778,P
2329,0.015173,0.533112,0.698154,0.004723,0.244318,6.083465,0.604651,N
1369,0.003609,0.48294,0.617969,0.002191,0.086957,6.740209,0.785714,P
1182,0.02492,0.602706,0.629442,0.005922,0.159763,6.110429,0.444444,N
57,0,0.564516,0.561404,0.070175,0.071429,5.545455,1,P
272,0.002729,0.446112,0.705882,0,0.3125,5.936652,0.7,P
5602,0.023285,0.523475,0.7799,0.05266,0.205008,6.288082,0.618321,P
248,0,0.514158,0.814516,0.012097,0.23913,5.759434,0.545455,P
97,0,0.509506,0.72165,0.010309,0.555556,5.717949,0.6,P
244,0.001629,0.513029,0.72541,0,0.285714,6.096774,0.5,P
11,0,0.296296,0.909091,0,0.333333,5.363636,1,P
46,0,0.433071,0.76087,0,0,7,0,N
10969,0.011335,0.590816,0.740906,0.016136,0.201493,6.648959,0.280423,N
395,0.000903,0.459801,0.744304,0,0.043478,7.338843,0,P
7966,0.077105,0.675184,0.657921,0.078458,0.399554,6.892668,0.156425,N
3131,0.006989,0.447283,0.692431,0.00511,0.106796,5.167679,0.272727,N
35,0,0.402597,0.6,0,0,6.03125,0,P
2219,0.003017,0.461117,0.835061,0.845426,0.244755,6.327096,0.428571,N
2728,0.00458,0.4723,0.665323,0.000367,0.168539,6.318103,0.066667,P
254,0.004286,0.531429,0.751969,0.011811,0.2,7.120192,0.666667,N
